['AKB48']
34
34
36
35
42
38
30
32
30
34
32
38
38
28
34
34
30
34
40
38
36
33
39
36
33
41
40
31
30
37
38
38
40
39
33
30
30
34
43
48
45
39
35
37
58
52
100
96
95
96
91
89
92
96
93
93
93
90
90
92
96
94
95
94
92
90
94
96
98
96
96
94
90
94
98
97
97
94
94
90
91
98
98
96
96
94
89
92
98
98
97
96
93
90
94
98
96
97
96
91
89
89
95
96
94
94
90
88
90
94
94
91
91
89
89
91
93
95
93
94
89
87
88
88
93
91
91
90
88
89
90
91
91
89
88
87
88
89
89
88
87
86
86
88
89
90
88
90
86
86
88
87
90
89
87
85
86
88
85
86
89
88
87
89
88
89
88
86
85
84
86
89
88
89
90
89
86
87
89
88
90
87
88
88
87
92
91
92
90
87
84
84
85
85
86
85
85
82
85
87
86
86
85
84
84
84
86
87
89
88
91
89
88
91
91
93
90
91
89
89
91
88
93
96
93
91
89
91
94
93
91
94
91
89
94
94
97
96
94
91
88
93
95
95
95
93
90
87
88
93
94
92
91
89
87
90
91
93
95
93
89
88
91
94
96
93
91
88
88
90
96
94
93
94
90
85
88
91
92
96
94
92
87
91
96
95
87
95
91
90
92
99
100
0
1
0
0
0
0
0
0
1
2
1
1
0
1
0
1
1
0
1
1
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
1
0
0
0
2
2
1
1
1
1
1
1
1
4
3
2
1
1
1
2
2
1
2
1
1
2
1
3
1
1
1
1
1
3
2
2
2
4
3
2
2
3
6
4
6
7
7
11
33
35
23
20
16
20
50
100
47
23
18
14
12
31
50
41
30
18
14
14
13
30
28
17
12
11
8
17
26
22
11
9
9
11
16
20
18
9
10
8
6
11
22
19
11
8
8
7
12
25
18
11
10
9
11
13
21
18
8
7
8
8
12
29
22
9
7
9
6
13
29
21
8
8
8
5
12
30
22
16
11
7
8
19
40
34
14
11
10
9
26
69
47
22
15
12
11
13
13
14
10
7
4
6
5
8
9
4
4
5
4
5
7
5
2
3
5
4
4
3
5
4
3
2
3
4
6
6
3
3
3
2
3
3
5
4
2
90
89
88
85
86
87
89
90
89
89
88
88
89
91
89
89
89
88
90
93
93
91
92
91
88
88
89
91
91
90
89
87
88
91
89
92
92
91
89
88
91
91
93
90
91
89
89
90
92
93
92
89
88
89
91
90
92
92
91
90
89
90
93
93
95
92
90
88
91
91
93
93
94
91
90
91
93
94
94
92
90
87
92
96
94
93
95
92
87
92
93
96
95
92
90
88
91
94
94
98
94
91
88
94
97
97
94
94
90
88
92
94
94
94
92
93
88
92
94
96
96
94
91
86
92
97
97
96
98
93
88
92
94
96
93
93
90
86
92
94
95
95
96
92
88
94
96
94
90
85
87
90
92
96
97
95
94
92
90
93
99
99
97
96
93
89
92
95
99
96
93
92
90
89
89
90
91
90
82
89
92
91
92
93
92
92
91
93
94
96
96
96
94
91
93
96
95
94
93
92
91
93
95
98
98
97
95
93
95
97
98
98
98
95
91
96
98
97
98
99
96
96
96
99
100
99
98
94
91
93
97
100
99
97
94
93
97
100
99
99
99
97
94
97
99
99
99
99
96
92
95
99
98
99
97
96
92
96
99
99
100
98
97
95
92
96
98
97
92
89
89
93
94
99
98
97
96
95
90
95
99
98
97
97
90
86
91
97
96
93
93
91
88
89
91
89
89
87
85
86
79
84
88
90
90
90
89
62
56
54
90
81
73
55
61
74
39
57
73
97
47
53
51
26
81
78
81
52
47
42
29
60
100
77
47
48
26
44
43
58
74
41
56
46
59
77
73
90
77
52
40
62
65
49
55
52
48
53
90
74
49
53
56
51
50
65
64
50
51
52
48
50
55
58
48
50
56
51
52
59
71
52
49
60
60
54
73
79
56
60
53
58
61
66
65
52
53
54
52
53
64
69
49
54
54
47
62
66
68
53
59
62
53
65
74
64
46
44
51
47
49
59
69
50
42
50
45
43
55
55
43
45
72
52
47
56
58
43
48
67
51
49
58
60
44
44
44
42
46
64
54
42
41
45
42
44
54
51
46
41
45
49
45
52
57
43
45
47
40
44
52
56
41
40
43
43
48
59
62
47
47
46
45
45
60
58
44
44
49
48
43
61
65
47
51
54
54
50
60
57
56
58
49
49
52
63
69
50
44
57
50
56
73
82
67
77
69
63
60
71
68
59
68
85
60
55
64
68
51
54
61
66
80
66
63
51
56
65
100
93
71
72
56
60
55
52
52
65
64
58
46
52
46
50
70
69
56
49
50
52
56
72
77
51
47
47
46
60
59
60
47
48
51
46
47
61
64
45
48
50
59
66
71
63
49
50
48
45
46
62
66
46
49
46
43
45
62
66
45
49
50
48
48
59
67
52
47
54
49
67
65
65
50
47
0
0
0
0
0
0
0
0
0
0
0
0
0
88
0
0
0
0
0
0
0
0
0
0
0
0
0
88
0
0
0
0
0
0
89
0
0
0
0
0
0
0
0
0
0
0
0
0
0
88
0
0
92
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
90
85
0
0
0
0
0
0
0
85
0
0
0
0
84
0
85
0
0
0
0
0
83
0
84
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
84
0
0
0
96
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
85
0
0
0
0
0
82
0
0
86
0
0
0
0
82
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
86
0
0
0
0
0
89
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
87
0
0
0
0
0
0
0
87
0
0
0
0
0
0
0
0
0
0
0
99
0
0
0
0
0
0
0
0
0
87
0
0
0
0
0
0
0
0
0
100
0
86
0
0
0
0
0
0
0
0
0
87
0
98
0
0
0
0
0
0
0
98
0
0
10
10
10
11
13
13
14
12
12
13
18
20
25
18
13
13
12
13
15
15
12
11
12
11
17
15
14
10
10
11
11
11
12
13
10
9
10
10
10
12
12
10
10
10
10
12
13
13
10
11
12
12
12
15
14
10
11
10
10
10
13
12
12
10
10
10
11
14
14
11
10
10
11
12
14
13
11
12
22
17
13
16
15
11
11
12
12
13
15
16
11
11
12
14
17
100
39
18
15
13
13
12
15
16
10
11
12
11
11
18
14
11
11
10
10
11
14
15
11
10
10
10
10
14
13
14
11
11
10
10
13
14
9
10
9
10
9
12
12
10
10
10
10
10
13
12
10
9
9
9
10
11
12
9
9
8
8
9
11
11
9
9
9
9
11
12
12
10
9
10
9
10
12
13
9
9
8
8
9
10
10
8
9
8
9
10
11
10
12
8
8
9
9
9
10
8
8
8
8
8
10
10
9
9
8
8
8
11
10
14
9
8
8
8
10
10
8
8
7
8
8
12
10
7
8
8
8
8
9
10
9
8
8
8
8
9
10
7
6
7
6
7
8
10
7
8
